0	122.99384
1	119.16028
2	115.43216
3	111.72598
4	108.02365
5	104.34917
6	100.73263
7	97.19595
8	93.75271
9	90.41070
10	87.17384
11	84.04372
12	81.02038
13	78.10265
14	75.28886
15	72.57678
16	69.96387
17	67.44742
18	65.02463
19	62.69255
20	60.44826
21	58.28889
22	56.21148
23	54.21321
24	52.29129
25	50.44297
26	48.66556
27	46.95652
28	45.31328
29	43.73339
30	42.21452
31	40.75434
32	39.35063
33	38.00126
34	36.70414
35	35.45729
36	34.25877
37	33.10674
38	31.99937
39	30.93494
40	29.91182
41	28.92837
42	27.98306
43	27.07439
44	26.20094
45	25.36133
46	24.55422
47	23.77835
48	23.03249
49	22.31544
50	21.62608
51	20.96331
52	20.32607
53	19.71336
54	19.12421
55	18.55766
56	18.01282
57	17.48883
58	16.98485
59	16.50009
60	16.03375
61	15.58512
62	15.15346
63	14.73811
64	14.33838
65	13.95366
66	13.58333
67	13.22680
68	12.88351
69	12.55291
70	12.23448
71	11.92772
72	11.63214
73	11.34727
74	11.07268
75	10.80792
76	10.55258
77	10.30625
78	10.06856
79	9.83914
80	9.61763
81	9.40367
82	9.19695
83	8.99715
84	8.80395
85	8.61707
86	8.43622
87	8.26111
88	8.09151
89	7.92714
90	7.76776
91	7.61315
92	7.46306
93	7.31730
94	7.17564
95	7.03790
96	6.90387
97	6.77338
98	6.64625
99	6.52230
100	6.40140
101	6.28337
102	6.16807
103	6.05538
104	5.94515
105	5.83728
106	5.73164
107	5.62813
108	5.52666
109	5.42713
110	5.32946
111	5.23357
112	5.13941
113	5.04691
114	4.95602
115	4.86669
116	4.77890
117	4.69260
118	4.60778
119	4.52441
120	4.44248
121	4.36198
122	4.28291
123	4.20525
124	4.12902
125	4.05420
126	3.98080
127	3.90881
128	3.83823
129	3.76906
130	3.70129
131	3.63492
132	3.56993
133	3.50631
134	3.44404
135	3.38311
136	3.32349
137	3.26516
138	3.20811
139	3.15231
140	3.09773
141	3.04435
142	2.99215
143	2.94110
144	2.89117
145	2.84235
146	2.79461
147	2.74793
148	2.70228
149	2.65765
150	2.61402
151	2.57136
152	2.52966
153	2.48889
154	2.44905
155	2.41010
156	2.37205
157	2.33486
158	2.29851
159	2.26301
160	2.22832
161	2.19444
162	2.16134
163	2.12901
164	2.09745
165	2.06662
166	2.03651
167	2.00713
168	1.97843
169	1.95043
170	1.92309
171	1.89641
172	1.87037
173	1.84496
174	1.82016
175	1.79597
176	1.77237
177	1.74934
178	1.72688
179	1.70497
180	1.68360
181	1.66276
182	1.64244
183	1.62262
184	1.60329
185	1.58445
186	1.56608
187	1.54817
188	1.53071
189	1.51369
190	1.49710
191	1.48093
192	1.46516
193	1.44980
194	1.43483
195	1.42024
196	1.40603
197	1.39217
198	1.37867
199	1.36552
200	1.35271
201	1.34022
202	1.32806
203	1.31621
204	1.30467
205	1.29342
206	1.28247
207	1.27180
208	1.26141
209	1.25128
210	1.24142
211	1.23182
212	1.22247
213	1.21336
214	1.20449
215	1.19585
216	1.18744
217	1.17925
218	1.17127
219	1.16350
220	1.15594
221	1.14858
222	1.14140
223	1.13442
224	1.12762
225	1.12100
226	1.11456
227	1.10828
228	1.10217
229	1.09623
230	1.09044
231	1.08480
232	1.07931
233	1.07397
234	1.06877
235	1.06371
236	1.05878
237	1.05398
238	1.04931
239	1.04476
240	1.04034
241	1.03603
242	1.03184
243	1.02775
244	1.02378
245	1.01991
246	1.01615
247	1.01248
248	1.00892
249	1.00545
250	1.00207
251	0.99878
252	0.99558
253	0.99246
254	0.98943
255	0.98648
256	0.98360
257	0.98081
258	0.97809
259	0.97544
260	0.97286
261	0.97035
262	0.96791
263	0.96553
264	0.96322
265	0.96097
266	0.95878
267	0.95665
268	0.95457
269	0.95255
270	0.95059
271	0.94867
272	0.94681
273	0.94500
274	0.94324
275	0.94152
276	0.93985
277	0.93822
278	0.93664
279	0.93510
280	0.93360
281	0.93215
282	0.93073
283	0.92935
284	0.92800
285	0.92669
286	0.92542
287	0.92418
288	0.92298
289	0.92180
290	0.92066
291	0.91955
292	0.91847
293	0.91741
294	0.91639
295	0.91539
296	0.91442
297	0.91348
298	0.91256
299	0.91166
300	0.91079
301	0.90994
302	0.90912
303	0.90832
304	0.90754
305	0.90677
306	0.90603
307	0.90531
308	0.90461
309	0.90393
310	0.90327
311	0.90262
312	0.90199
313	0.90138
314	0.90078
315	0.90020
316	0.89964
317	0.89909
318	0.89855
319	0.89803
320	0.89752
321	0.89703
322	0.89655
323	0.89608
324	0.89563
325	0.89518
326	0.89475
327	0.89433
328	0.89393
329	0.89353
330	0.89314
331	0.89276
332	0.89240
333	0.89204
334	0.89169
335	0.89135
336	0.89102
337	0.89070
338	0.89039
339	0.89008
340	0.88979
341	0.88950
342	0.88922
343	0.88895
344	0.88868
345	0.88842
346	0.88817
347	0.88792
348	0.88768
349	0.88745
350	0.88722
351	0.88700
352	0.88678
353	0.88658
354	0.88637
355	0.88617
356	0.88598
357	0.88579
358	0.88561
359	0.88543
360	0.88525
361	0.88508
362	0.88492
363	0.88476
364	0.88460
365	0.88444
366	0.88430
367	0.88415
368	0.88401
369	0.88387
370	0.88374
371	0.88360
372	0.88348
373	0.88335
374	0.88323
375	0.88311
376	0.88300
377	0.88289
378	0.88278
379	0.88267
380	0.88257
381	0.88246
382	0.88236
383	0.88227
384	0.88217
385	0.88208
386	0.88199
387	0.88191
388	0.88182
389	0.88174
390	0.88166
391	0.88158
392	0.88150
393	0.88143
394	0.88135
395	0.88128
396	0.88121
397	0.88114
398	0.88108
399	0.88101
400	0.88095
401	0.88089
402	0.88083
403	0.88077
404	0.88071
405	0.88065
406	0.88060
407	0.88054
408	0.88049
409	0.88044
410	0.88039
411	0.88034
412	0.88029
413	0.88025
414	0.88020
415	0.88016
416	0.88011
417	0.88007
418	0.88003
419	0.87999
420	0.87995
421	0.87991
422	0.87987
423	0.87983
424	0.87980
425	0.87976
426	0.87972
427	0.87969
428	0.87966
429	0.87962
430	0.87959
431	0.87956
432	0.87953
433	0.87950
434	0.87947
435	0.87944
436	0.87941
437	0.87938
438	0.87936
439	0.87933
440	0.87930
441	0.87928
442	0.87925
443	0.87923
444	0.87920
445	0.87918
446	0.87915
447	0.87913
448	0.87911
449	0.87909
450	0.87907
451	0.87904
452	0.87902
453	0.87900
454	0.87898
455	0.87896
456	0.87894
457	0.87892
458	0.87890
459	0.87888
460	0.87887
461	0.87885
462	0.87883
463	0.87881
464	0.87879
465	0.87878
466	0.87876
467	0.87874
468	0.87873
469	0.87871
470	0.87869
471	0.87868
472	0.87866
473	0.87865
474	0.87863
475	0.87862
476	0.87860
477	0.87859
478	0.87857
479	0.87856
480	0.87855
481	0.87853
482	0.87852
483	0.87850
484	0.87849
485	0.87848
486	0.87847
487	0.87845
488	0.87844
489	0.87843
490	0.87841
491	0.87840
492	0.87839
493	0.87838
494	0.87837
495	0.87835
496	0.87834
497	0.87833
498	0.87832
499	0.87831
500	0.87829
501	0.87828
502	0.87827
503	0.87826
504	0.87825
505	0.87824
506	0.87823
507	0.87822
508	0.87821
509	0.87820
510	0.87819
511	0.87817
512	0.87816
513	0.87815
514	0.87814
515	0.87813
516	0.87812
517	0.87811
518	0.87810
519	0.87809
520	0.87808
521	0.87807
522	0.87806
523	0.87805
524	0.87804
525	0.87804
526	0.87803
527	0.87802
528	0.87801
529	0.87800
530	0.87799
531	0.87798
532	0.87797
533	0.87796
534	0.87795
535	0.87794
536	0.87793
537	0.87792
538	0.87791
539	0.87790
540	0.87789
541	0.87789
542	0.87788
543	0.87787
544	0.87786
545	0.87785
546	0.87784
547	0.87783
548	0.87782
549	0.87781
550	0.87781
551	0.87780
552	0.87779
553	0.87778
554	0.87777
555	0.87776
556	0.87775
557	0.87775
558	0.87774
559	0.87773
560	0.87772
561	0.87771
562	0.87770
563	0.87769
564	0.87769
565	0.87768
566	0.87767
567	0.87766
568	0.87765
569	0.87764
570	0.87763
571	0.87763
572	0.87762
573	0.87761
574	0.87760
575	0.87759
576	0.87758
577	0.87758
578	0.87757
579	0.87756
580	0.87755
581	0.87754
582	0.87753
583	0.87753
584	0.87752
585	0.87751
586	0.87750
587	0.87749
588	0.87749
589	0.87748
590	0.87747
591	0.87746
592	0.87745
593	0.87744
594	0.87744
595	0.87743
596	0.87742
597	0.87741
598	0.87740
599	0.87740
600	0.87739
601	0.87738
602	0.87737
603	0.87736
604	0.87736
605	0.87735
606	0.87734
607	0.87733
608	0.87732
609	0.87731
610	0.87731
611	0.87730
612	0.87729
613	0.87728
614	0.87727
615	0.87727
616	0.87726
617	0.87725
618	0.87724
619	0.87723
620	0.87723
621	0.87722
622	0.87721
623	0.87720
624	0.87719
625	0.87719
626	0.87718
627	0.87717
628	0.87716
629	0.87715
630	0.87715
631	0.87714
632	0.87713
633	0.87712
634	0.87711
635	0.87711
636	0.87710
637	0.87709
638	0.87708
639	0.87707
640	0.87707
641	0.87706
642	0.87705
643	0.87704
644	0.87703
645	0.87703
646	0.87702
647	0.87701
648	0.87700
649	0.87699
650	0.87699
651	0.87698
