2.67	10.781
3.8	11.696
7.1	12.382
1.28	5.972
7.34	11.916
7.86	11.394
4.59	12.507
4.17	12.53
0.2	2.968
7.3	12.405
3.47	11.5
3.64	12.546
7.03	11.799
5.69	12.32
5.7	12.368
2.36	9.476
0.89	5.304
6.06	12.665
1.65	7.079
2.42	9.54
9.04	10.299
1.83	8.452
9.92	10.492
7.41	11.784
8.48	11.278
9.88	10.295
2.56	10.186
8.2	11.109
2.09	9.382
0.02	2.72
2.29	9.559
2.42	10.24
6	12.691
3.53	11.729
6.42	12.248
3.49	11.806
3.62	11.925
3.38	12.283
4.05	12.369
1.6	6.938
4.75	12.578
0.9	5.311
5.05	13.434
0.89	5.1
2.65	9.884
8.17	11.018
4.39	13.176
6.78	12.144
5.88	12.282
8.26	11.037
9.71	9.538
9.68	10.074
8.61	10.75
2.71	11.008
2.79	10.732
0.02	3.509
3.06	11.285
9.92	9.83
4.57	13.086
3.03	11.028
5.36	13.408
6.87	12.641
4.52	12.482
5.45	12.898
1.79	7.497
3.06	11.03
3.93	12.922
3.7	11.708
6.7	11.779
2.35	9.183
0.67	3.757
7.43	12.047
2.22	9.381
3.18	11.181
4.44	13.046
4.28	12.355
6.48	12.938
3.76	11.681
0.46	4.231
5.74	12.483
4.49	12.164
1.79	8.045
4.44	12.118
6.02	12.963
3.85	11.68
0.13	2.75
3.34	12.328
4.1	12.851
7.64	11.827
2.56	10.517
1.19	6.374
4.52	12.774
2.2	9.25
5.43	12.252
3.01	11.222
0.88	5.119
8.36	11.126
8.25	10.765
9.02	10.578
1.22	6.478
9.09	10.726
7.35	11.17
7.04	12.555
8	11.688
8.69	10.936
3.96	12.4
5.64	12.156
5.24	13.355
7.24	11.358
2.68	10.09
4.19	12.581
7.32	11.257
9.17	10.271
3.53	12.352
4.64	12.46
5.59	13.085
1.29	6.554
7.56	11.065
5.44	12.798
5.76	12.82
4.58	12.376
6.18	12.175
3.66	11.69
8.1	10.717
2.18	9.639
8.75	10.844
4.56	12.458
1.68	7.395
9.24	10.892
1.32	6.237
5.59	12.474
3.05	11.84
6.99	12.465
0.45	3.433
3.38	11.392
0.08	3.393
3.44	11.27
2.25	9.68
6.08	12.987
7.9	11.692
5.69	13.389
1.39	6.402
1.49	7.165
6.41	12.597
2.54	10.533
7.12	11.896
6.27	12.676
0.55	4.201
9.48	9.654
1.78	7.873
6.66	12.467
1.21	6.112
1.13	5.736
8	11.522
8.33	10.576
7.89	11.115
3.93	12.069
4.08	12.455
8.88	10.146
2.35	9.59
6.49	12.893
6.61	12.309
0.97	5.731
6.88	12.227
2.32	9.868
5.72	13.1
4.55	12.798
5.37	13.355
7.32	11.995
1.76	7.897
6.36	12.219
4.73	12.306
7.99	10.767
6.98	11.683
6.93	11.491
8.44	11.435
7.78	11.077
4.24	13.184
0.72	4.894
4.43	12.52
1.06	6.121
5.45	13.432
5.84	13.034
6.24	13.01
5.03	12.745
2.96	10.748
2.01	8.51
5.06	13.358
6.77	12.787
5.28	13.009
1.02	5.261
9.25	10.823
6.77	12.673
6.54	12.048
3.99	12.004
8.39	11.179
1.73	7.647
4.46	12.241
4.35	12.596
8.02	11.354
7.72	10.871
0.35	3.849
8.22	11.463
4.53	13.02
1.67	7.26
9.78	10.509
4.71	13.294
0.66	4.327
8.64	11.009
6.73	11.835
4.56	13.184
8.74	10.838
0.67	4.139
2.51	10.525
8.1	11.366
5.06	12.543
0.66	4.582
2.75	10.394
9.02	10.158
9.4	9.76
5.78	12.254
4.16	12.205
6.66	12.9
0.85	4.54
1.24	6.178
4.32	13.115
8.59	11.274
3.25	11.1
2.93	11.493
3.89	11.741
0.28	3.853
3.4	11.61
8.55	10.285
4.25	12.681
3.84	12.879
9.15	10.016
8.63	11.347
3.69	11.85
8.31	10.846
9.18	10.698
0.08	3.724
1.14	6.406
4.14	12.217
0.68	4.231
4.07	12.944
8.14	10.813
1.55	7.19
1.81	8.007
6.21	12.262
6.53	11.774
4.12	13.107
4.76	13.115
9.72	10.169
4.76	13.229
7.43	11.169
3.87	12.894
0.28	4.107
2.56	9.957
8.54	11.386
2.18	9.194
1.31	5.91
8.87	10.878
4.4	12.214
6.71	11.899
2.36	9.629
2.5	10.603
6.55	11.953
5.39	12.233
7.21	11.496
1.24	6.254
5.52	12.566
9.61	10.249
1.59	6.994
7.81	11.052
1.27	6.854
2.46	10.251
3.35	12.279
8.48	11.099
5.28	12.691
6.45	12.459
9.8	9.735
8.87	10.254
9.18	10.138
0.61	3.796
2.12	9.431
1.41	6.369
6.62	12.824
5.52	12.337
5.54	12.995
1.96	8.487
0.4	3.699
2.23	8.989
6.38	12.246
5.78	13.17
3.11	11.396
7.29	11.675
9.84	9.729
1.17	5.911
6.82	12.333
2.75	10.75
8.4	11.134
8.55	10.603
8.11	11.002
4.74	13.161
6.91	12.383
7.17	12.316
5.27	13.175
8.32	11.194
9.33	10.295
1.59	7.668
4	12.318
6.41	12.826
9.08	10.618
3.39	12.335
9.25	10.632
3.15	11.59
8.17	10.738
7.33	11.555
2.47	9.715
7.15	12.09
9.19	10.756
6.01	12.458
3.84	12.039
9.11	10.612
7.63	10.957
8.99	10.19
1.79	8.49
8.72	11.233
6.24	12.895
7.84	11.448
0.26	3.062
0.46	3.353
5.97	12.488
8.98	10.171
4.48	12.746
6.22	11.964
4.66	12.211
9.73	10.737
3.22	11.105
9.45	10.497
6.59	12.335
1.08	5.451
3.41	12.019
7.33	11.834
2.59	9.9
2.54	10.61
0.16	3.392
3.91	12.332
3.46	12.187
5.69	12.409
4.21	12.237
0.01	3.371
6.94	11.801
7.59	11.727
8.03	11.409
5.9	12.923
6.63	12.856
1.78	7.987
3.1	10.756
3.72	12.009
0.41	3.847
8.77	10.69
5.59	12.716
1.01	6.055
7.7	11.396
9.49	10.641
1.66	7.379
0.83	5.304
5.67	13.076
3.43	11.575
3.35	11.833
6.77	12.749
2.36	9.858
8.23	11.315
7.8	11.455
4.38	12.789
4.11	12.616
5.8	12.298
2.57	10.451
1.09	5.129
2.02	8.744
4.92	12.977
