9.32	10.338
0.82	4.509
8.33	11.11
2.63	10.106
5.81	12.918
2.68	10.599
9.26	10.181
1.17	5.529
3.45	11.245
2.16	8.807
4.62	12.555
0.25	3.902
5.39	12.411
1.75	8.234
4.45	12.809
9.29	10.597
9.39	9.995
7.63	11.453
0.95	5.079
2.97	11.606
6.77	12.024
2.91	10.908
5.17	12.786
5.03	13.369
5.32	12.458
3.78	12.63
9.43	10.126
6.69	12.485
0.64	3.877
0.85	4.349
1.44	6.625
2.22	9.343
9.11	10.32
5.52	12.324
9.21	10.935
0.1	3.958
7.8	10.895
0.65	4.834
2.3	9.318
9.82	9.586
9.25	9.741
1.47	7.644
7.5	11.686
9.1	10.987
9.26	10.168
6.41	12.839
8.89	10.152
4.94	12.547
5.3	12.956
4.11	12.018
