1.58	7.189
8.28	10.614
0.34	3.806
5.73	12.664
0.76	4.885
1.82	8.038
2.31	8.989
4.63	13.016
7.5	11.037
6.03	13.06
6.72	11.842
5.02	13.432
7.57	11.68
0.69	4.17
3.44	12.072
1.74	7.947
8.43	10.462
7.39	11.252
6.75	12.559
3.54	12.39
8.24	10.684
6.54	12.328
3.72	12.429
4.8	12.932
9.85	9.66
7.6	12.114
2.97	11.123
9.45	10.357
2.5	10.132
0.92	5.643
8.58	10.734
0.95	5.016
6.04	13.234
0.2	2.917
1.68	7.7
3.25	11.864
6.25	12.279
8.77	10.715
8.42	11.131
0.01	3.804
5.37	12.274
7.4	12.021
8.15	11.174
8.56	11.359
4.6	12.218
1.02	5.274
1.98	9.018
8.74	10.367
9.76	9.551
8.48	10.59
1.51	6.698
2.98	11.116
4.17	11.957
9.56	9.816
9.37	9.738
1.63	8.183
6.65	12.703
2.83	10.228
3.38	12.168
1.88	8.062
8.59	10.841
2.02	8.553
3.3	11.952
1.69	8.127
8.79	11.033
9.48	9.654
8.83	11.057
2.37	9.998
8.88	10.184
2.73	11.064
3.87	12.398
2.96	10.952
5.36	12.695
8.91	10.024
3.48	12.327
3.85	12.787
8.31	10.693
1.98	8.331
4.44	12.996
8.05	10.846
8.56	11.397
7.33	11.796
3.47	11.526
6.05	12.517
0.66	3.856
1.71	8.015
0.91	4.885
9.4	10.6
5.09	12.684
8.15	11.759
9.97	10.239
8.96	10.998
3.68	11.648
7.14	11.728
6.07	12.775
3.54	11.55
6.52	12.48
9.83	10.497
6.34	12.815
7.7	11.04
