0.600 1.794
0.100 1.897
4.300 0.410
3.700 0.320
2.200 0.920
4.000 0.332
4.800 0.711
4.600 0.563
3.300 0.391
-1.300 1.215
3.100 0.457
4.400 0.452
-1.500 0.962
0.300 1.872
0.500 1.825
2.700 0.636
0.500 1.825
-1.400 1.094
5.300 1.265
6.400 3.588
4.500 0.503
0.100 1.897
3.300 0.391
2.900 0.539
-0.100 1.897
1.100 1.578
6.900 5.242
3.300 0.391
1.300 1.470
2.700 0.636
1.700 1.231
2.100 0.982
2.600 0.689
2.100 0.982
3.500 0.344
-0.900 1.590
3.200 0.421
0.100 1.897
4.200 0.376
2.200 0.920
2.700 0.636
3.700 0.320
-0.300 1.869
1.600 1.293
1.600 1.293
4.500 0.503
2.700 0.636
2.400 0.801
1.500 1.353
2.200 0.920
0.500 1.825
4.400 0.452
6.100 2.786
2.500 0.744
3.100 0.457
0.500 1.825
-1.500 0.962
3.800 0.317
3.900 0.321
1.500 1.353
5.200 1.132
1.500 1.353
3.900 0.321
1.900 1.107
7.000 5.624
4.000 0.332
4.600 0.563
1.900 1.107
0.600 1.794
4.300 0.410
2.800 0.586
1.300 1.470
-1.400 1.094
0.800 1.718
5.200 1.132
-1.500 0.962
1.800 1.169
3.500 0.344
1.700 1.231
-2.400 -0.803
-2.200 -0.315
2.300 0.860
1.700 1.231
4.700 0.632
0.500 1.825
0.800 1.718
3.800 0.317
6.800 4.878
5.500 1.567
-0.900 1.590
0.700 1.758
-0.800 1.659
5.900 2.325
4.000 0.332
3.400 0.365
5.100 1.010
6.500 3.886
5.100 1.010
1.400 1.412
3.900 0.321
